l_orderkey,l_partkey,l_suppkey,l_linenumber,l_quantity,l_extendedprice,l_discount,l_tax,l_returnflag,l_linestatus,l_shipdate,l_commitdate,l_receiptdate,l_shipinstruct,l_shipmode,l_comment
3521,144,7,4,26.00,27147.64,0.02,0.08,R,F,1993-01-04,1993-01-20,1993-01-17,DELIVER IN PERSON,AIR,ges. slyly even ideas wake fi
3521,36,7,5,28.00,26208.84,0.10,0.01,A,F,1993-01-06,1993-01-22,1993-02-02,TAKE BACK RETURN,FOB,structions promise after the 
3522,4,9,1,6.00,5424.00,0.08,0.03,A,F,1995-01-21,1994-12-09,1995-01-23,NONE,SHIP,about the i
3522,87,8,2,48.00,47379.84,0.00,0.03,R,F,1994-12-05,1994-10-30,1994-12-26,TAKE BACK RETURN,SHIP,ite the blithely final packages
3522,157,2,3,46.00,48628.90,0.09,0.02,A,F,1994-11-12,1994-11-30,1994-11-20,NONE,AIR,ts haggle slyly along the express
3522,130,9,4,7.00,7210.91,0.10,0.02,A,F,1994-10-31,1994-11-19,1994-11-28,NONE,TRUCK,"lms; final,"
3522,50,9,5,27.00,25651.35,0.02,0.05,R,F,1994-11-29,1994-12-15,1994-12-08,COLLECT COD,REG AIR,kly. carefully
3522,158,10,6,18.00,19046.70,0.01,0.03,A,F,1994-11-16,1994-10-29,1994-11-29,COLLECT COD,RAIL,nts are carefully bold 
3523,25,6,1,15.00,13875.30,0.06,0.02,N,O,1998-06-26,1998-05-22,1998-07-24,COLLECT COD,REG AIR,ly pending dugouts. 
3523,133,9,2,4.00,4132.52,0.03,0.06,N,O,1998-05-08,1998-05-18,1998-05-25,TAKE BACK RETURN,MAIL,s. final dependencies sleep alongside of t
3523,50,7,3,24.00,22801.20,0.07,0.04,N,O,1998-08-02,1998-06-22,1998-08-27,COLLECT COD,FOB,lets detect for the carefully e
3523,192,4,4,36.00,39318.84,0.06,0.08,N,O,1998-05-26,1998-06-04,1998-06-25,DELIVER IN PERSON,SHIP,"ng the regular, unusual"
3523,134,5,5,48.00,49638.24,0.00,0.01,N,O,1998-07-22,1998-06-25,1998-08-19,DELIVER IN PERSON,AIR,deposits cajole a
3524,137,8,1,5.00,5185.65,0.01,0.04,R,F,1992-05-23,1992-07-25,1992-06-19,DELIVER IN PERSON,RAIL, theodolites are. carefully 
3524,143,6,2,17.00,17733.38,0.09,0.08,A,F,1992-09-01,1992-07-17,1992-09-05,DELIVER IN PERSON,FOB,to beans. slyly special theodolite
3525,46,7,1,12.00,11352.48,0.01,0.03,N,O,1996-03-08,1996-03-18,1996-03-16,NONE,TRUCK,s alongside of the platel
3525,138,9,2,27.00,28029.51,0.03,0.03,N,O,1995-12-30,1996-01-23,1996-01-02,DELIVER IN PERSON,SHIP,s are even packages. pendi
3525,75,5,3,31.00,30227.17,0.00,0.03,N,O,1996-03-08,1996-02-27,1996-03-13,COLLECT COD,TRUCK,counts. ca
3525,184,5,4,28.00,30357.04,0.03,0.02,N,O,1996-01-22,1996-02-08,1996-01-27,COLLECT COD,FOB,fully bold theo
3526,98,9,1,11.00,10978.99,0.02,0.03,R,F,1995-05-23,1995-05-28,1995-05-24,NONE,TRUCK,structions cajole. quick
3526,117,7,2,23.00,23393.53,0.03,0.04,A,F,1995-05-01,1995-05-31,1995-05-25,DELIVER IN PERSON,FOB,ts? slyly bold ideas above the pen
3526,33,9,3,20.00,18660.60,0.05,0.08,N,F,1995-06-16,1995-04-26,1995-06-22,DELIVER IN PERSON,REG AIR,layers. regular theodolites eat quickly
3527,102,7,1,47.00,47098.70,0.07,0.02,N,O,1997-07-14,1997-07-29,1997-07-21,DELIVER IN PERSON,RAIL,express instruct
3527,26,9,2,33.00,30558.66,0.01,0.02,N,O,1997-09-25,1997-09-17,1997-10-12,NONE,FOB,y regular deposit
3527,162,7,3,50.00,53108.00,0.09,0.07,N,O,1997-07-17,1997-08-03,1997-07-29,DELIVER IN PERSON,SHIP, the unusual packages. even 
3527,128,3,4,17.00,17478.04,0.02,0.05,N,O,1997-07-30,1997-09-01,1997-08-17,COLLECT COD,MAIL,". express, ironi"
3552,197,8,1,18.00,19749.42,0.01,0.07,N,O,1997-08-11,1997-07-14,1997-08-15,DELIVER IN PERSON,TRUCK,"eposits nag carefully within the even, fina"
3552,90,1,2,44.00,43563.96,0.01,0.00,N,O,1997-08-08,1997-06-15,1997-08-29,COLLECT COD,FOB,ith the pending deposits.
3552,161,6,3,36.00,38201.76,0.04,0.08,N,O,1997-06-29,1997-06-24,1997-07-21,COLLECT COD,TRUCK,ronic foxes boost slyly bli
3553,143,10,1,4.00,4172.56,0.05,0.01,R,F,1994-06-13,1994-07-10,1994-07-03,COLLECT COD,RAIL, are furiously f
3553,65,4,2,26.00,25091.56,0.05,0.08,A,F,1994-08-06,1994-07-30,1994-08-23,DELIVER IN PERSON,MAIL,the fluffily r
3553,22,5,3,18.00,16596.36,0.04,0.03,A,F,1994-07-03,1994-06-30,1994-07-07,COLLECT COD,RAIL,packages are sly
3553,32,8,4,40.00,37281.20,0.06,0.00,A,F,1994-09-14,1994-06-26,1994-09-25,NONE,RAIL,lar packages boost quickly blithely bold a
3553,157,2,5,36.00,38057.40,0.06,0.08,R,F,1994-08-12,1994-06-25,1994-09-06,DELIVER IN PERSON,TRUCK,s wake furiously after the regular 
3554,175,5,1,32.00,34405.44,0.01,0.05,N,O,1995-09-28,1995-09-01,1995-10-07,NONE,RAIL, deposits are quick
3554,145,6,2,18.00,18812.52,0.03,0.00,N,O,1995-09-11,1995-08-12,1995-10-04,DELIVER IN PERSON,REG AIR,to beans shall have to affix slyly ar
3554,192,3,3,41.00,44779.79,0.02,0.01,N,O,1995-07-13,1995-08-28,1995-07-27,DELIVER IN PERSON,MAIL,"ix ironic, regular as"
3555,166,3,1,11.00,11727.76,0.05,0.02,N,O,1996-09-25,1996-10-01,1996-10-03,NONE,FOB,ctions. qu
3555,79,10,2,15.00,14686.05,0.03,0.08,N,O,1996-07-13,1996-09-01,1996-08-02,TAKE BACK RETURN,RAIL,hily quiet pinto beans
3555,43,2,3,25.00,23576.00,0.09,0.07,N,O,1996-10-01,1996-08-23,1996-10-24,TAKE BACK RETURN,MAIL,oxes. blithely express 
3555,5,6,4,19.00,17195.00,0.00,0.05,N,O,1996-09-08,1996-09-14,1996-10-01,COLLECT COD,REG AIR,pinto beans solve quic
3555,33,4,5,29.00,27057.87,0.07,0.04,N,O,1996-08-02,1996-09-04,1996-08-08,DELIVER IN PERSON,TRUCK,kly regular court
3555,28,3,6,33.00,30624.66,0.04,0.08,N,O,1996-09-20,1996-09-23,1996-10-05,TAKE BACK RETURN,AIR,ironic frays are. 
3555,126,5,7,9.00,9235.08,0.07,0.02,N,O,1996-10-13,1996-10-02,1996-10-22,NONE,SHIP,ies poach against the blith
3556,142,9,1,45.00,46896.30,0.05,0.06,A,F,1992-10-14,1992-12-21,1992-10-16,NONE,TRUCK,s. fluffily express
3556,31,2,2,43.00,40034.29,0.02,0.06,R,F,1993-01-18,1992-11-09,1993-02-04,NONE,FOB,furiously. re
3556,87,8,3,28.00,27638.24,0.10,0.04,A,F,1993-01-06,1992-11-27,1993-01-16,NONE,MAIL,"posits snooze among the ironic, bold sen"
3557,175,3,1,41.00,44081.97,0.01,0.07,R,F,1993-01-30,1992-12-31,1993-02-18,COLLECT COD,FOB,slyly special 
3557,129,10,2,37.00,38077.44,0.03,0.05,R,F,1993-02-16,1993-01-05,1993-03-15,DELIVER IN PERSON,RAIL,slyly ironic pa
3558,87,8,1,8.00,7896.64,0.01,0.03,N,O,1996-05-31,1996-05-26,1996-06-25,COLLECT COD,AIR,o the furiously sil
3558,10,7,2,28.00,25480.28,0.02,0.08,N,O,1996-06-02,1996-04-18,1996-06-24,COLLECT COD,TRUCK, packages. 
3558,187,8,3,3.00,3261.54,0.03,0.06,N,O,1996-05-19,1996-04-28,1996-05-26,DELIVER IN PERSON,RAIL, beans. fluffily close theodol
3558,91,5,4,22.00,21803.98,0.06,0.03,N,O,1996-04-27,1996-04-19,1996-04-30,DELIVER IN PERSON,SHIP,counts. blithely final foxes amon
3558,29,8,5,38.00,35302.76,0.03,0.08,N,O,1996-05-29,1996-05-02,1996-06-09,COLLECT COD,RAIL,s boost slyly regular id
3558,72,1,6,17.00,16525.19,0.07,0.07,N,O,1996-03-14,1996-05-04,1996-04-05,NONE,RAIL,s. furiously regular
3559,90,1,1,29.00,28712.61,0.00,0.07,R,F,1992-12-10,1992-12-03,1992-12-20,COLLECT COD,REG AIR,ught to boost. deposits wake
3584,11,8,1,4.00,3644.04,0.04,0.08,N,O,1997-08-16,1997-10-31,1997-08-28,DELIVER IN PERSON,TRUCK,"ans. bold,"
3584,160,8,2,23.00,24383.68,0.00,0.03,N,O,1997-09-10,1997-10-15,1997-09-30,COLLECT COD,TRUCK,o the fluffily unusual asymptotes
3584,24,5,3,6.00,5544.12,0.03,0.06,N,O,1997-10-28,1997-11-09,1997-11-24,TAKE BACK RETURN,MAIL,express orbits wake
3584,146,5,4,11.00,11507.54,0.06,0.02,N,O,1997-11-27,1997-10-15,1997-12-08,NONE,REG AIR,ar accounts ar
3584,18,5,5,39.00,35802.39,0.09,0.07,N,O,1997-09-20,1997-10-31,1997-10-06,COLLECT COD,AIR,xpress theodoli
3585,122,1,1,21.00,21464.52,0.05,0.04,A,F,1994-12-04,1994-12-25,1995-01-01,TAKE BACK RETURN,TRUCK,y even deposits: slyly regular deposit
3585,19,10,2,40.00,36760.40,0.03,0.00,R,F,1995-01-22,1995-01-17,1995-02-07,TAKE BACK RETURN,RAIL,"ld packages. final, bold dolphins hagg"
3585,112,2,3,11.00,11133.21,0.01,0.04,R,F,1995-01-04,1995-02-14,1995-01-15,NONE,MAIL,quests. furio
3585,48,1,4,33.00,31285.32,0.08,0.08,A,F,1994-12-14,1995-01-19,1994-12-22,NONE,RAIL,al accounts doze quickly above
3585,25,8,5,13.00,12025.26,0.06,0.07,R,F,1995-03-15,1995-01-22,1995-03-17,DELIVER IN PERSON,AIR,sual packages. unusual dependenc
3585,94,7,6,7.00,6958.63,0.10,0.02,A,F,1994-12-13,1995-01-20,1995-01-05,TAKE BACK RETURN,TRUCK,ts. quickly express i
3585,42,1,7,45.00,42391.80,0.03,0.00,A,F,1995-01-20,1995-02-19,1995-02-11,DELIVER IN PERSON,MAIL,cuses cajole q
3586,194,7,1,2.00,2188.38,0.03,0.08,R,F,1994-02-10,1994-01-07,1994-03-03,DELIVER IN PERSON,RAIL,". regular, unusual dep"
3586,84,5,2,29.00,28538.32,0.04,0.07,R,F,1994-03-06,1994-03-02,1994-03-13,DELIVER IN PERSON,RAIL,efully furiously
3586,58,3,3,2.00,1916.10,0.03,0.06,R,F,1994-03-22,1994-02-20,1994-04-08,NONE,REG AIR,o beans haggle among the sly
3586,84,5,4,33.00,32474.64,0.06,0.01,R,F,1994-01-24,1994-02-09,1994-02-07,NONE,TRUCK,nto beans wake careful
3586,108,1,5,8.00,8064.80,0.06,0.02,A,F,1994-03-29,1994-02-26,1994-04-02,NONE,FOB,"even, bold pinto"
3586,99,1,6,8.00,7992.72,0.09,0.01,A,F,1994-03-18,1994-01-17,1994-04-06,DELIVER IN PERSON,RAIL,ly even instructions boost carefully dari
3586,123,4,7,33.00,33762.96,0.05,0.04,A,F,1994-02-11,1994-01-15,1994-03-03,NONE,REG AIR,"even requests. unusual, special foxe"
3587,197,10,1,5.00,5485.95,0.09,0.07,N,O,1996-09-03,1996-07-05,1996-09-11,DELIVER IN PERSON,SHIP,jole. furiously express deposits
3587,132,8,2,48.00,49542.24,0.00,0.03,N,O,1996-08-02,1996-07-02,1996-08-05,TAKE BACK RETURN,MAIL,ly silent deposits. regula
3587,151,3,3,36.00,37841.40,0.05,0.05,N,O,1996-07-26,1996-06-16,1996-08-23,TAKE BACK RETURN,MAIL,l ideas. blithely f
3587,124,9,4,31.00,31747.72,0.03,0.01,N,O,1996-07-21,1996-07-01,1996-07-23,COLLECT COD,SHIP,usly even ideas cajo
3587,70,7,5,12.00,11640.84,0.06,0.03,N,O,1996-08-30,1996-07-04,1996-09-22,DELIVER IN PERSON,RAIL,rve slyly about the blithely eve
3587,107,2,6,16.00,16113.60,0.01,0.03,N,O,1996-05-11,1996-06-19,1996-06-04,COLLECT COD,FOB,beans. excuses at the b
3587,74,2,7,23.00,22403.61,0.07,0.05,N,O,1996-08-30,1996-07-01,1996-09-10,COLLECT COD,FOB,usual packages inside the deposits unwin
3588,91,5,1,28.00,27750.52,0.04,0.08,R,F,1995-05-03,1995-05-03,1995-05-14,DELIVER IN PERSON,TRUCK,inments above the deposits haggle beside
3588,88,9,2,6.00,5928.48,0.06,0.08,A,F,1995-04-09,1995-05-30,1995-04-10,TAKE BACK RETURN,MAIL,gainst the unusu
3588,159,10,3,45.00,47661.75,0.04,0.02,R,F,1995-05-07,1995-05-04,1995-05-28,TAKE BACK RETURN,TRUCK,pinto beans boost. even deposits are q
3588,127,10,4,22.00,22596.64,0.05,0.00,A,F,1995-04-08,1995-05-06,1995-04-27,NONE,RAIL, theodolites affix furious
3588,55,3,5,28.00,26741.40,0.03,0.03,A,F,1995-04-23,1995-05-25,1995-04-28,DELIVER IN PERSON,TRUCK,ithely ironic packages will have
3588,110,3,6,37.00,37374.07,0.08,0.04,N,F,1995-06-17,1995-05-25,1995-06-24,TAKE BACK RETURN,RAIL,equests sleep blithely regula
3588,39,5,7,46.00,43195.38,0.08,0.07,A,F,1995-06-06,1995-05-08,1995-06-08,NONE,AIR,ithely final excuses sleep around
3589,37,3,1,42.00,39355.26,0.08,0.08,R,F,1994-08-11,1994-07-17,1994-08-23,DELIVER IN PERSON,AIR,aggle quickly according
3590,176,6,1,10.00,10761.70,0.08,0.00,N,O,1995-07-17,1995-06-26,1995-08-12,TAKE BACK RETURN,SHIP,ve furiously. slyly 
3590,95,6,2,19.00,18906.71,0.03,0.03,N,O,1995-08-02,1995-06-20,1995-08-08,NONE,SHIP,he express theodolites. bold plat
3590,96,9,3,43.00,42831.87,0.07,0.06,N,O,1995-07-12,1995-07-25,1995-07-16,DELIVER IN PERSON,SHIP,Tiresias among the 
3590,56,8,4,26.00,24857.30,0.01,0.03,N,O,1995-07-08,1995-06-17,1995-08-02,DELIVER IN PERSON,SHIP,of the theodolite
3590,191,2,5,37.00,40374.03,0.00,0.08,N,O,1995-09-01,1995-06-29,1995-09-10,NONE,SHIP, express requests doze carefully bold de
3590,119,10,6,31.00,31592.41,0.03,0.01,N,O,1995-06-24,1995-07-12,1995-06-25,DELIVER IN PERSON,REG AIR, thinly pending pinto beans. quickly ironic
3590,194,7,7,44.00,48144.36,0.05,0.04,N,F,1995-06-07,1995-06-15,1995-06-27,NONE,MAIL,y regular instructions. quietly ironic re
3591,29,8,1,21.00,19509.42,0.03,0.03,A,F,1994-02-25,1994-02-02,1994-03-05,DELIVER IN PERSON,TRUCK," cajole. even, regu"
3591,69,6,2,24.00,23257.44,0.04,0.04,R,F,1993-12-26,1994-01-07,1994-01-25,COLLECT COD,FOB,press deposits breach slyly regularly
3591,164,9,3,4.00,4256.64,0.01,0.03,A,F,1994-04-04,1994-02-19,1994-05-02,DELIVER IN PERSON,RAIL,press deposits dazzle always special th
3591,153,4,4,49.00,51604.35,0.01,0.00,A,F,1994-03-21,1994-01-26,1994-03-28,COLLECT COD,AIR, accounts. quic
3616,197,9,1,30.00,32915.70,0.01,0.00,A,F,1994-05-05,1994-04-24,1994-05-12,TAKE BACK RETURN,FOB,instructions. fluffily fina
3616,138,9,2,28.00,29067.64,0.08,0.06,R,F,1994-02-20,1994-04-18,1994-03-05,DELIVER IN PERSON,REG AIR,beans integrate carefully car
3617,117,8,1,46.00,46787.06,0.03,0.02,N,O,1996-05-19,1996-05-14,1996-06-11,NONE,RAIL,sleep furiously. cou
3617,98,9,2,16.00,15969.44,0.05,0.02,N,O,1996-05-08,1996-06-03,1996-05-19,COLLECT COD,RAIL,inal account
3617,98,2,3,32.00,31938.88,0.00,0.06,N,O,1996-04-20,1996-06-07,1996-05-19,DELIVER IN PERSON,MAIL,"iously. ironic, final packages are blithe"
3617,41,10,4,22.00,20702.88,0.10,0.05,N,O,1996-07-11,1996-05-02,1996-07-25,NONE,REG AIR,ests affix furiously above the furiously sp
3617,137,8,5,11.00,11408.43,0.08,0.05,N,O,1996-07-16,1996-04-23,1996-07-28,COLLECT COD,MAIL,kly pending deposits. blithely 
3618,140,1,1,38.00,39525.32,0.08,0.00,N,O,1997-12-22,1998-02-23,1998-01-03,TAKE BACK RETURN,TRUCK,ironic requests haggle ironic dolphins
3618,144,5,2,48.00,50118.72,0.04,0.00,N,O,1998-03-12,1998-02-13,1998-03-29,DELIVER IN PERSON,TRUCK,ke slyly final asymptote
3618,63,2,3,24.00,23113.44,0.01,0.04,N,O,1998-01-26,1998-01-15,1998-02-17,TAKE BACK RETURN,AIR, requests.
3618,161,2,4,26.00,27590.16,0.01,0.05,N,O,1998-03-23,1998-01-24,1998-04-15,DELIVER IN PERSON,AIR, accounts. carefully regular accounts a
3619,96,7,1,49.00,48808.41,0.01,0.08,N,O,1997-01-22,1996-12-21,1997-02-17,TAKE BACK RETURN,MAIL,e the furiously final accounts. r
3619,116,10,2,27.00,27434.97,0.08,0.04,N,O,1996-12-12,1997-01-18,1996-12-18,TAKE BACK RETURN,SHIP,ans wake except the ironic 
3619,48,7,3,46.00,43609.84,0.08,0.03,N,O,1997-01-31,1997-01-27,1997-02-11,NONE,SHIP,excuses integ
3619,93,6,4,18.00,17875.62,0.04,0.02,N,O,1997-03-18,1996-12-24,1997-03-21,COLLECT COD,AIR,packages. 
3619,120,10,5,38.00,38764.56,0.05,0.08,N,O,1996-12-08,1997-02-03,1997-01-07,NONE,RAIL, alongside of the acco
3619,152,3,6,43.00,45242.45,0.01,0.01,N,O,1997-01-25,1997-01-06,1997-02-07,COLLECT COD,RAIL,oss the unu
3620,59,7,1,41.00,39321.05,0.03,0.08,N,O,1997-03-21,1997-04-20,1997-03-30,COLLECT COD,FOB, against the slyly bold 
3620,167,4,2,16.00,17074.56,0.00,0.06,N,O,1997-05-17,1997-05-08,1997-06-03,COLLECT COD,SHIP,ifts. final tithes 
3621,17,8,1,29.00,26593.29,0.02,0.06,A,F,1993-08-03,1993-07-08,1993-08-10,DELIVER IN PERSON,FOB,special deposit
3621,93,5,2,13.00,12910.17,0.09,0.04,R,F,1993-08-30,1993-06-30,1993-09-01,NONE,REG AIR,ven packages haggle against the even p
3621,164,9,3,45.00,47887.20,0.07,0.07,R,F,1993-08-09,1993-06-18,1993-09-05,DELIVER IN PERSON,AIR,wake closely after the carefully ironic p
3621,44,3,4,20.00,18880.80,0.05,0.04,R,F,1993-05-27,1993-07-04,1993-06-22,TAKE BACK RETURN,SHIP,riously carefully ironic platelet
3622,175,6,1,47.00,50532.99,0.09,0.00,N,O,1996-02-24,1996-02-22,1996-03-12,TAKE BACK RETURN,TRUCK,ronic depen
3622,89,10,2,4.00,3956.32,0.04,0.04,N,O,1996-02-03,1996-02-19,1996-02-16,TAKE BACK RETURN,TRUCK,its haggle slyly against 
3622,190,1,3,46.00,50148.74,0.07,0.07,N,O,1995-12-18,1996-01-23,1996-01-12,TAKE BACK RETURN,AIR,"osits. ironic, un"
3622,177,8,4,9.00,9694.53,0.08,0.05,N,O,1995-12-12,1996-02-09,1995-12-13,TAKE BACK RETURN,SHIP,ans. requests nag above the final f
3623,80,10,1,32.00,31362.56,0.05,0.00,N,O,1997-04-18,1997-03-15,1997-05-09,COLLECT COD,SHIP, carefully bold packages x-ray qui
3623,117,4,2,33.00,33564.63,0.08,0.01,N,O,1997-03-17,1997-02-13,1997-04-02,TAKE BACK RETURN,TRUCK,ges use quietly. quick
3623,24,7,3,21.00,19404.42,0.02,0.02,N,O,1997-01-19,1997-03-18,1997-01-24,NONE,FOB, sleep slyly. regula
3623,165,2,4,42.00,44736.72,0.05,0.06,N,O,1997-01-11,1997-03-24,1997-01-21,COLLECT COD,RAIL,carefully. even dolphins wak
3623,88,9,5,30.00,29642.40,0.10,0.04,N,O,1997-04-04,1997-03-03,1997-05-01,NONE,RAIL,ironic requests cajole caref
3623,186,7,6,7.00,7603.26,0.01,0.02,N,O,1997-01-05,1997-03-26,1997-01-26,NONE,TRUCK,s deposits. furiously express grouches 
3623,140,6,7,13.00,13521.82,0.03,0.08,N,O,1997-01-02,1997-02-26,1997-01-26,DELIVER IN PERSON,SHIP,"the slow, final deposi"
3648,144,5,1,16.00,16706.24,0.02,0.06,A,F,1993-08-14,1993-08-14,1993-08-15,COLLECT COD,FOB,yly regular pac
3648,105,2,2,30.00,30153.00,0.00,0.01,R,F,1993-08-31,1993-09-06,1993-09-06,DELIVER IN PERSON,FOB,counts. daringly pending reque
3648,46,7,3,34.00,32165.36,0.10,0.00,A,F,1993-08-21,1993-07-25,1993-09-15,DELIVER IN PERSON,FOB,lly bold excuses. slyly even ideas
3648,13,10,4,16.00,14608.16,0.06,0.03,R,F,1993-07-27,1993-08-26,1993-08-24,DELIVER IN PERSON,FOB,s nag among the accounts. furiously re
3648,117,7,5,25.00,25427.75,0.06,0.03,R,F,1993-08-15,1993-08-25,1993-09-09,TAKE BACK RETURN,TRUCK,t furiously. quickly reg
3648,169,10,6,14.00,14968.24,0.08,0.06,R,F,1993-10-02,1993-08-26,1993-10-09,COLLECT COD,AIR, nag. deposits haggle slyly unus
3648,195,6,7,49.00,53664.31,0.09,0.03,R,F,1993-06-27,1993-07-27,1993-07-24,TAKE BACK RETURN,FOB,ounts haggle quickly fluffily final pint
3649,5,6,1,25.00,22625.00,0.10,0.04,A,F,1994-10-27,1994-08-23,1994-11-05,TAKE BACK RETURN,TRUCK,encies are
3649,89,10,2,23.00,22748.84,0.08,0.00,R,F,1994-09-26,1994-10-01,1994-09-28,NONE,REG AIR,xpress deposits c
3649,70,7,3,14.00,13580.98,0.02,0.04,A,F,1994-09-19,1994-08-17,1994-10-12,DELIVER IN PERSON,TRUCK,as integrate bravely silen
3649,76,4,4,40.00,39042.80,0.00,0.08,R,F,1994-07-20,1994-08-30,1994-08-14,TAKE BACK RETURN,RAIL, against the furiously special deposi
3649,100,1,5,24.00,24002.40,0.05,0.03,A,F,1994-07-07,1994-08-20,1994-07-27,TAKE BACK RETURN,FOB,"silent deposits are unusual, qui"
3649,122,3,6,3.00,3066.36,0.10,0.04,A,F,1994-07-17,1994-08-10,1994-08-03,NONE,FOB,silent deposits boost i
3650,136,2,1,30.00,31083.90,0.10,0.00,A,F,1992-08-26,1992-07-05,1992-09-01,DELIVER IN PERSON,SHIP, according to the slyly ironic instru
3650,128,9,2,43.00,44209.16,0.05,0.05,A,F,1992-09-07,1992-08-12,1992-09-10,COLLECT COD,TRUCK,unusual pinto bean
3650,2,9,3,1.00,902.00,0.04,0.06,A,F,1992-06-23,1992-07-18,1992-07-08,NONE,REG AIR,luffily against the
3650,63,2,4,31.00,29854.86,0.10,0.08,R,F,1992-06-15,1992-07-01,1992-07-15,DELIVER IN PERSON,RAIL, ideas haggle blithely according t
3650,187,8,5,19.00,20656.42,0.05,0.04,R,F,1992-08-29,1992-08-09,1992-09-21,DELIVER IN PERSON,AIR,areful accounts nag furiously ironic exc
3650,94,8,6,27.00,26840.43,0.07,0.08,A,F,1992-07-03,1992-07-23,1992-07-13,COLLECT COD,MAIL,ests according to the slyly regular foxe
3650,70,7,7,43.00,41713.01,0.10,0.07,A,F,1992-06-25,1992-07-09,1992-07-22,DELIVER IN PERSON,RAIL,nic ideas sleep care
3651,19,9,1,20.00,18380.20,0.01,0.04,N,O,1998-06-10,1998-06-06,1998-06-23,NONE,SHIP,en pinto beans. slyly bo
3651,155,7,2,24.00,25323.60,0.09,0.04,N,O,1998-06-22,1998-07-17,1998-07-10,DELIVER IN PERSON,RAIL,after the carefully special in
3651,113,10,3,41.00,41537.51,0.00,0.05,N,O,1998-05-10,1998-07-09,1998-05-13,NONE,RAIL,fully bold deposits 
3651,110,5,4,27.00,27272.97,0.05,0.03,N,O,1998-05-03,1998-06-30,1998-05-05,DELIVER IN PERSON,RAIL,ckly bold asymptotes. regula
3652,180,8,1,24.00,25924.32,0.05,0.03,N,O,1997-06-07,1997-04-07,1997-06-12,COLLECT COD,MAIL,ress packag
3652,137,8,2,37.00,38373.81,0.02,0.05,N,O,1997-05-11,1997-04-06,1997-06-05,COLLECT COD,MAIL,"unts wake. unusual,"
3652,163,8,3,39.00,41463.24,0.01,0.02,N,O,1997-03-10,1997-04-03,1997-03-21,NONE,REG AIR,round the blithely final p
3652,80,9,4,1.00,980.08,0.01,0.04,N,O,1997-04-20,1997-05-03,1997-05-18,DELIVER IN PERSON,SHIP,pecial accounts. requests nag
3653,145,4,1,38.00,39715.32,0.08,0.05,A,F,1994-06-26,1994-05-13,1994-07-13,NONE,REG AIR,quickly sp
3653,64,1,2,29.00,27957.74,0.07,0.01,A,F,1994-04-11,1994-06-11,1994-04-29,COLLECT COD,RAIL,uffily even hockey players a
3653,181,2,3,17.00,18380.06,0.09,0.03,R,F,1994-06-24,1994-06-02,1994-07-17,DELIVER IN PERSON,RAIL,ideas haggle. exp
3653,186,7,4,9.00,9775.62,0.10,0.07,R,F,1994-04-03,1994-05-19,1994-04-10,COLLECT COD,FOB,regular tithes integ
3653,188,9,5,41.00,44615.38,0.08,0.01,A,F,1994-06-18,1994-05-18,1994-06-20,COLLECT COD,RAIL,y ironic deposits haggl
3653,43,4,6,9.00,8487.36,0.05,0.03,A,F,1994-07-21,1994-05-31,1994-08-17,NONE,MAIL,e slyly regular 
3653,49,6,7,2.00,1898.08,0.06,0.03,R,F,1994-06-02,1994-05-31,1994-06-29,NONE,FOB,as wake bravely 
3654,165,2,1,46.00,48997.36,0.08,0.05,A,F,1992-06-05,1992-08-19,1992-06-06,DELIVER IN PERSON,FOB,deas cajole blithely arou
3654,93,4,2,29.00,28799.61,0.07,0.06,A,F,1992-09-11,1992-07-20,1992-10-04,DELIVER IN PERSON,FOB,osits wake against the acc
3654,2,7,3,37.00,33374.00,0.07,0.05,A,F,1992-09-22,1992-07-20,1992-10-19,TAKE BACK RETURN,RAIL,", final foxes impres"
3654,168,9,4,11.00,11749.76,0.08,0.00,A,F,1992-07-20,1992-07-30,1992-07-23,TAKE BACK RETURN,SHIP,"bold accounts are excuses. unusual, f"
3654,94,5,5,34.00,33799.06,0.04,0.00,R,F,1992-07-26,1992-08-26,1992-08-12,TAKE BACK RETURN,REG AIR,dolites. f
3654,107,4,6,20.00,20142.00,0.03,0.02,A,F,1992-07-30,1992-07-05,1992-08-05,COLLECT COD,SHIP, regular packages wake. 
3654,173,1,7,45.00,48292.65,0.01,0.07,A,F,1992-09-15,1992-07-04,1992-09-20,DELIVER IN PERSON,FOB,the carefully express dinos. 
3655,184,5,1,5.00,5420.90,0.03,0.04,R,F,1993-01-17,1992-12-31,1993-01-23,DELIVER IN PERSON,TRUCK,daring packages after
3655,97,10,2,1.00,997.09,0.10,0.06,R,F,1992-10-24,1992-12-18,1992-11-07,DELIVER IN PERSON,AIR,ic asymptotes nod furiously. 
3655,30,5,3,35.00,32551.05,0.01,0.04,R,F,1992-12-20,1992-11-16,1993-01-15,TAKE BACK RETURN,MAIL,. packages must are furiously. furiously 
3655,72,3,4,35.00,34022.45,0.04,0.07,R,F,1992-10-17,1992-12-23,1992-10-28,COLLECT COD,MAIL, bold pearls sleep furiously along the 
3680,177,6,1,48.00,51704.16,0.00,0.06,R,F,1993-01-16,1993-01-23,1993-01-19,COLLECT COD,FOB,nal foxes could boost b
3680,5,8,2,41.00,37105.00,0.00,0.04,A,F,1993-01-06,1993-03-02,1993-01-08,NONE,FOB,ly regular requests boost 
